#k   pk
3.204093365076868954e-02 1.288808411913759664e+04
3.236014790819360942e-02 1.278288865661531418e+04
3.268254240197661364e-02 1.267715177415023936e+04
3.300814881586321831e-02 1.257092148079572689e+04
3.333699914925461472e-02 1.246424503574431947e+04
3.366912572035249407e-02 1.235717361859817720e+04
3.400456116933513184e-02 1.224979119623957740e+04
3.434333846156516212e-02 1.214219433573264359e+04
3.468549089082928472e-02 1.203447697187831545e+04
3.503105208261025894e-02 1.192673032429301566e+04
3.538005599739149631e-02 1.181904288772315522e+04
3.573253693399455061e-02 1.171150042890266741e+04
3.608852953294991450e-02 1.160418598965389720e+04
3.644806877990133809e-02 1.149717989593079437e+04
3.681119000904409244e-02 1.139055977250525757e+04
3.717792890659749050e-02 1.128440056299761090e+04
3.754832151431199833e-02 1.117877455495615504e+04
3.792240423301129065e-02 1.107375140969372114e+04
3.830021382616956988e-02 1.096939819659392379e+04
3.868178742352455790e-02 1.086577943160539144e+04
3.906716252472647311e-02 1.076295711964785551e+04
3.945637700302336015e-02 1.066099080066165698e+04
3.984946910898312655e-02 1.055993759903905266e+04
4.024647747425265376e-02 1.045985227618377758e+04
4.064744111535441989e-02 1.036078728595437497e+04
4.105239943752084231e-02 1.026279283275462149e+04
4.146139223856691591e-02 1.016591693204539297e+04
4.187445971280139012e-02 1.007020568613447540e+04
4.229164245497690766e-02 9.975704027257972484e+03
4.271298146427952164e-02 9.882455088580445590e+03
4.313851814835792386e-02 9.790500027642001442e+03
4.356829432739286329e-02 9.699878097771603279e+03
4.400235223820705976e-02 9.610626720870484860e+03
4.444073453841609206e-02 9.522781561401072395e+03
4.488348431062062077e-02 9.436376601429812581e+03
4.533064506664041121e-02 9.351444216583420712e+03
4.578226075179048921e-02 9.268015252790182785e+03
4.623837574919994337e-02 9.186119103688204632e+03
4.669903488417371379e-02 9.105783788594379075e+03
4.716428342859789458e-02 9.027036030939145348e+03
4.763416710538884852e-02 8.949901337082254031e+03
4.810873209298671682e-02 8.874404075437201755e+03
4.858802502989365002e-02 8.800564091276364707e+03
4.907209301925726658e-02 8.728364452758190964e+03
4.956098363349980412e-02 8.657767382198220730e+03
5.005474491899332412e-02 8.588735871401699114e+03
5.055342540078155977e-02 8.521233936621283647e+03
5.105707408734876107e-02 8.455226585624877771e+03
5.156574047543607819e-02 8.390679785906077086e+03
5.207947455490593430e-02 8.327560433993623519e+03
5.259832681365481100e-02 8.265836325817521356e+03
5.312234824257503624e-02 8.205476128092270301e+03
5.365159034056597720e-02 8.146442223299799480e+03
5.418610511959517234e-02 8.088659332987384005e+03
5.472594510980984678e-02 8.032041185594052877e+03
5.527116336469942159e-02 7.976503832050609162e+03
5.582181346630938484e-02 7.921965555482725904e+03
5.637794953050714875e-02 7.868346778301955965e+03
5.693962621230036492e-02 7.815569977334082978e+03
5.750689871120825969e-02 7.763558773168162588e+03
5.807982277668623239e-02 7.712216667167573178e+03
5.865845471360502106e-02 7.661425903766197735e+03
5.924285138778393606e-02 7.611070549660689721e+03
5.983307023157947296e-02 7.561037628827904882e+03
6.042916924952954766e-02 7.511217067685587608e+03
6.103120702405395726e-02 7.461501554858324198e+03
6.163924272121169140e-02 7.411776406738151309e+03
6.225333609651549638e-02 7.361911335254596452e+03
6.287354750080446919e-02 7.311777677385299285e+03
6.349993788617509793e-02 7.261250489393122734e+03
6.413256881197139381e-02 7.210208603968371790e+03
6.477150245083478086e-02 7.158533760367894502e+03
6.541680159481411128e-02 7.106104920204964401e+03
6.606852966153668738e-02 7.052802411046135603e+03
6.672675070044069290e-02 6.998511077969097641e+03
6.739152939906978279e-02 6.943120460285676018e+03
6.806293108943023418e-02 6.886525566159229129e+03
6.874102175441167140e-02 6.828630258769934699e+03
6.942586803427150399e-02 6.769345026539197534e+03
7.011753723318414622e-02 6.708585644195869463e+03
7.081609732585542050e-02 6.646273432935318851e+03
7.152161696420282488e-02 6.582343014009797116e+03
7.223416548410245552e-02 6.516750208606943488e+03
7.295381291220301434e-02 6.449457949142542020e+03
7.368062997280781790e-02 6.380434445324282933e+03
7.441468809482529312e-02 6.309657791829395137e+03
7.515605941878877871e-02 6.237137534104766019e+03
7.590481680394618735e-02 6.162896910539618148e+03
7.666103383542038907e-02 6.086962988232140560e+03
7.742478483144085710e-02 6.009369918475006671e+03
7.819614485064739495e-02 5.930187209033909312e+03
7.897518969946663858e-02 5.849504015752522719e+03
7.976199593956202760e-02 5.767410452819295642e+03
8.055664089535799488e-02 5.684001095493933462e+03
8.135920266163912395e-02 5.599408313812546112e+03
8.216976011122503754e-02 5.513783230817624826e+03
8.298839290272171099e-02 5.427273363606402199e+03
8.381518148835001569e-02 5.340028772817691788e+03
8.465020712185232499e-02 5.252237505897453048e+03
8.549355186647773774e-02 5.164096670222275861e+03
8.634529860304705762e-02 5.075794254197161536e+03
8.720553103809794426e-02 4.987521597050118544e+03
8.807433371211129125e-02 4.899500768248099121e+03
8.895179200781958007e-02 4.811948919322834627e+03
8.983799215859797349e-02 4.725069941076020768e+03
9.073302125693900877e-02 4.639074097937443184e+03
9.163696726301172324e-02 4.554184198347233178e+03
9.254991901330604509e-02 4.470608731086517764e+03
9.347196622936337906e-02 4.388542106268924726e+03
9.440319952659401159e-02 4.308178786658365425e+03
9.534371042318252887e-02 4.229705304144665206e+03
9.629359134908191398e-02 4.153292848600681282e+03
9.725293565509710025e-02 4.079096744702240812e+03
9.822183762205929924e-02 4.007255713865987673e+03
9.920039247009146410e-02 3.937896059228798094e+03
1.001886963679662068e-01 3.871131171451836508e+03
1.011868464425569186e-01 3.807040556067662237e+03
1.021949407883830374e-01 3.745681238198347273e+03
1.032130784772504334e-01 3.687104983893902045e+03
1.042413595679877736e-01 3.631339240667316517e+03
1.052798851162799892e-01 3.578362414288215405e+03
1.063287571845996232e-01 3.528147523263142830e+03
1.073880788522371676e-01 3.480663086848699095e+03
1.084579542254313356e-01 3.435821354676750616e+03
1.095384884476001686e-01 3.393508750240618156e+03
1.106297877096742571e-01 3.353617687862439197e+03
1.117319592605326845e-01 3.316009476341798745e+03
1.128451114175431508e-01 3.280491680191899832e+03
1.139693535772068889e-01 3.246875653155615510e+03
1.151047962259098972e-01 3.214970123426607643e+03
1.162515509507809908e-01 3.184532737406203069e+03
1.174097304506582784e-01 3.155311587918773512e+03
1.185794485471647203e-01 3.127062760103722667e+03
1.197608201958941659e-01 3.099520337961988389e+03
1.209539614977087063e-01 3.072399219509814884e+03
1.221589897101486716e-01 3.045423013329979767e+03
1.233760232589562467e-01 3.018320919694546319e+03
1.246051817497139669e-01 2.990821966295196034e+03
1.258465859795990516e-01 2.962663985493110886e+03
1.271003579492549773e-01 2.933598590097060423e+03
1.283666208747811510e-01 2.903410021691709517e+03
1.296454991998422512e-01 2.871903170434631193e+03
1.309371186078980565e-01 2.838896155997833830e+03
1.322416060345550370e-01 2.804256758071348031e+03
1.335590896800413208e-01 2.767905244449313159e+03
1.348896990218055869e-01 2.729774646324828154e+03
1.362335648272417488e-01 2.689836956511359404e+03
1.375908191665401181e-01 2.648150815524730206e+03
1.389615954256669950e-01 2.604793318344200088e+03
1.403460283194732094e-01 2.559856835303457046e+03
1.417442539049333927e-01 2.513519683779547449e+03
1.431564095945172532e-01 2.465994365891013786e+03
1.445826341696939132e-01 2.417488609900847223e+03
1.460230677945708322e-01 2.368260513582946260e+03
1.474778520296686213e-01 2.318617960479266458e+03
1.489471298458330817e-01 2.268852332087810282e+03
1.504310456382859651e-01 2.219256567679754880e+03
1.519297452408154003e-01 2.170158757389298444e+03
1.534433759401080954e-01 2.121869040868597040e+03
1.549720864902240092e-01 2.074672436813542845e+03
1.565160271272154069e-01 2.028842462284384055e+03
1.580753495838914946e-01 1.984633088507556067e+03
1.596502071047301852e-01 1.942272802114792967e+03
1.612407544609383292e-01 1.901936710859569757e+03
1.628471479656621590e-01 1.863751793116248791e+03
1.644695454893490838e-01 1.827831911798823285e+03
1.661081064752626957e-01 1.794243295244942829e+03
1.677629919551522075e-01 1.762957259844111604e+03
1.694343645650780716e-01 1.733935012648473958e+03
1.711223885613952500e-01 1.707122604586497573e+03
1.728272298368957460e-01 1.682353154204038447e+03
1.745490559371119799e-01 1.659426945045345519e+03
1.762880360767824506e-01 1.638153953535576647e+03
1.780443411564815448e-01 1.618294138425708525e+03
1.798181437794151571e-01 1.599565102020409995e+03
1.816096182683832883e-01 1.581696130099152697e+03
1.834189406829120628e-01 1.564406680186201811e+03
1.852462888365560278e-01 1.547381888960141623e+03
1.870918423143731191e-01 1.530314491279253161e+03
1.889557824905736261e-01 1.512912437621954268e+03
1.908382925463449065e-01 1.494906608194302862e+03
1.927395574878538465e-01 1.476045127109125133e+03
1.946597641644285392e-01 1.456097265459540722e+03
1.965991012869211241e-01 1.434941015987282299e+03
1.985577594462536455e-01 1.412540309037495035e+03
2.005359311321486537e-01 1.388870780844247747e+03
2.025338107520462949e-01 1.363979657001833857e+03
2.045515946502100280e-01 1.338033322956926895e+03
2.065894811270225784e-01 1.311206032125479851e+03
2.086476704584742103e-01 1.283687018475246759e+03
2.107263649158450658e-01 1.255754920529034052e+03
2.128257687855837355e-01 1.227697893756700068e+03
2.149460883893836438e-01 1.199783822068594645e+03
2.170875321044597184e-01 1.172281235493666372e+03
2.192503103840268142e-01 1.145450851438353311e+03
2.214346357779823915e-01 1.119529306042241842e+03
2.236407229537950569e-01 1.094709493817856355e+03
2.258687887176013820e-01 1.071131395846012992e+03
2.281190520355126927e-01 1.048918590888105882e+03
2.303917340551343285e-01 1.028159466278792934e+03
2.326870581272992566e-01 1.008837665417454559e+03
2.350052498280180979e-01 9.909137801349806978e+02
2.373465369806478653e-01 9.743424121075253197e+02
2.397111496782817763e-01 9.589751026961984053e+02
2.420993203063617760e-01 9.446066720382893891e+02
2.445112835655166295e-01 9.310430952667663860e+02
2.469472764946274157e-01 9.180655420309948340e+02
2.494075384941227547e-01 9.054147971162212798e+02
2.518923113495064037e-01 8.928414453810491977e+02
2.544018392551187779e-01 8.801219742292300907e+02
2.569363688381356980e-01 8.670896817514096711e+02
2.594961491828058908e-01 8.535984840155342681e+02
2.620814318549301580e-01 8.395222569673011321e+02
2.646924709265841558e-01 8.248339905279907498e+02
2.673295230010879209e-01 8.095616096157003767e+02
2.699928472382236433e-01 7.937371669171351414e+02
2.726827053797051259e-01 7.774587021815018488e+02
2.753993617749007639e-01 7.609046610485399924e+02
2.781430834068127633e-01 7.442474268094753143e+02
2.809141399183152643e-01 7.276611709547478313e+02
2.837128036386539209e-01 7.113533454517553309e+02
2.865393496102093263e-01 6.955229332666719984e+02
2.893940556155272237e-01 6.803439098201130264e+02
2.922772022046179474e-01 6.659102835522620580e+02
2.951890727225278122e-01 6.522732831177290791e+02
2.981299533371852828e-01 6.394774564483045651e+02
3.011001330675244780e-01 6.274988746850447114e+02
3.040999038118887277e-01 6.162315736540264197e+02
3.071295603767177362e-01 6.055714775209119125e+02
3.101894005055194636e-01 5.954069149983608895e+02
3.132797249081316626e-01 5.855842026222732102e+02
3.164008372902745170e-01 5.759490350688637363e+02
3.195530443833975442e-01 5.663591498862418803e+02
3.227366559748241492e-01 5.567044910329406093e+02
3.259519849381963819e-01 5.468960097088682915e+02
3.291993472642229523e-01 5.368527550148406817e+02
3.324790620917337791e-01 5.265540113151265587e+02
3.357914517390435671e-01 5.160620247648511167e+02
3.391368417356281917e-01 5.054424595696816596e+02
3.425155608541166075e-01 4.947669055693826294e+02
3.459279411426012252e-01 4.841453917164317886e+02
3.493743179572704749e-01 4.736911383544335763e+02
3.528550299953665537e-01 4.635066443177582869e+02
3.563704193284709110e-01 4.536656960664658982e+02
3.599208314361223016e-01 4.442192516558118314e+02
3.635066152397689043e-01 4.352130315948921293e+02
3.671281231370590037e-01 4.266588811247303283e+02
3.707857110364736752e-01 4.184931927054346374e+02
3.744797383923038070e-01 4.106454389703596348e+02
3.782105682399761748e-01 4.030485178039702987e+02
3.819785672317310143e-01 3.956259694011593524e+02
3.857841056726554751e-01 3.882989041086785846e+02
3.896275575570757876e-01 3.809941650436126679e+02
3.935093006053119180e-01 3.736656091729354330e+02
3.974297163007986522e-01 3.663120899681596825e+02
4.013891899275764397e-01 3.589376548569830447e+02
4.053881106081554941e-01 3.515506378563196108e+02
4.094268713417575367e-01 3.441952766058186626e+02
4.135058690429381234e-01 3.369310135155615171e+02
4.176255045805942201e-01 3.298125740951064131e+02
4.217861828173596894e-01 3.228807494704263377e+02
4.259883126493942407e-01 3.161522730692443020e+02
4.302323070465677302e-01 3.096394797827273351e+02
4.345185830930456961e-01 3.033517360949451245e+02
4.388475620282786260e-01 2.972728572431412886e+02
4.432196692883999534e-01 2.913691038592772315e+02
4.476353345480363344e-01 2.856086413226393006e+02
4.520949917625344816e-01 2.799618603158880319e+02
4.565990792106085494e-01 2.744011217718217495e+02
4.611480395374128460e-01 2.689008020083044812e+02
4.657423197980431473e-01 2.634373494962324571e+02
4.703823715014717188e-01 2.580025326474999474e+02
4.750686506549198773e-01 2.526176955625074072e+02
4.798016178086729200e-01 2.473062764910687861e+02
4.845817381013409197e-01 2.420897233539193678e+02
4.894094813055713256e-01 2.369849259465005389e+02
4.942853218742160326e-01 2.320036281967194327e+02
4.992097389869592505e-01 2.271561837127385104e+02
5.041832165974091673e-01 2.224513656642219814e+02
5.092062434806593485e-01 2.178813786012701144e+02
5.142793132813239243e-01 2.134213498501370054e+02
5.194029245620506163e-01 2.090472985284311562e+02
5.245775808525182660e-01 2.047373035419516611e+02
5.298037906989213619e-01 2.004817779892447902e+02
5.350820677139485060e-01 1.962860355275141160e+02
5.404129306272581479e-01 1.921559231392599827e+02
5.457969033364573619e-01 1.880967642922437619e+02
5.512345149585889947e-01 1.841133548440255936e+02
5.567262998821306264e-01 1.802099492118273361e+02
5.622727978195131149e-01 1.763903434297021704e+02
5.678745538601608356e-01 1.726579099218326974e+02
5.735321185240616071e-01 1.690149233102165738e+02
5.792460478158694137e-01 1.654564702974523982e+02
5.850169032795466961e-01 1.619740330904089660e+02
5.908452520535508734e-01 1.585596425317764897e+02
5.967316669265702034e-01 1.552058990519582835e+02
6.026767263938160868e-01 1.519076220688811816e+02
6.086810147138747018e-01 1.486666394288390620e+02
6.147451219661260735e-01 1.454862128518652469e+02
6.208696441087353524e-01 1.423692663272491075e+02
6.270551830372206314e-01 1.393184027458586058e+02
6.333023466436054072e-01 1.363351688302666105e+02
6.396117488761601244e-01 1.334172616925214641e+02
6.459840097997383568e-01 1.305613880196176524e+02
6.524197556567148393e-01 1.277644443986503688e+02
6.589196189285302374e-01 1.250235086450656041e+02
6.654842383978487597e-01 1.223358554994758691e+02
6.721142592113359404e-01 1.196999289130443742e+02
6.788103329430605903e-01 1.171155738702166076e+02
6.855731176585296849e-01 1.145826784280815644e+02
6.924032779793605208e-01 1.121010760344727686e+02
6.993014851485969130e-01 1.096705487892295281e+02
7.062684170966768704e-01 1.072908299599204014e+02
7.133047585080570796e-01 1.049613619013443611e+02
7.204112008885015239e-01 1.026809658643581997e+02
7.275884426330379018e-01 1.004484063227149306e+02
7.348371890945969431e-01 9.826248788933557421e+01
7.421581526533295170e-01 9.612205387217493069e+01
7.495520527866171845e-01 9.402598488507339880e+01
7.570196161397800827e-01 9.197319751124670972e+01
7.645615765974884681e-01 8.996267923566631453e+01
7.721786753558866900e-01 8.799362247445633045e+01
7.798716609954350343e-01 8.606528613169140840e+01
7.876412895544774306e-01 8.417693823929816688e+01
7.954883246035421296e-01 8.232785597754511286e+01
8.034135373203825647e-01 8.051732570425171787e+01
8.114177065657659504e-01 7.874464297751876529e+01
8.195016189600168310e-01 7.700911257220634809e+01
8.276660689603233534e-01 7.531004847913369815e+01
8.359118589388132570e-01 7.364676416072538245e+01
8.442397992614085744e-01 7.201855610216355785e+01
8.526507083674647047e-01 7.042472856703764705e+01
8.611454128502044059e-01 6.886459848912072346e+01
8.697247475379518145e-01 6.733749526985435807e+01
8.783895555761763729e-01 6.584276057837803364e+01
8.871406885103543249e-01 6.437974815408746565e+01
8.959790063696552176e-01 6.294782361170883433e+01
9.049053777514624031e-01 6.154636424887085155e+01
9.139206799067357556e-01 6.017475885616170217e+01
9.230257988262247082e-01 5.883240752965109976e+01
9.322216293275399357e-01 5.751872150954933716e+01
9.415090751430927885e-01 5.623312325456995353e+01
9.508890490089109138e-01 5.497504613865643819e+01
9.603624727543386141e-01 5.374393407656842214e+01
9.699302773926307131e-01 5.253924134716975658e+01
9.795934032124491431e-01 5.136043242261089148e+01
9.893527998702711379e-01 5.020698179976389497e+01
9.992094264837180217e-01 4.907837383389674812e+01
1.009164251725813477e+00 4.797410257456967742e+01
1.019218253920180395e+00 4.689367160373789289e+01
1.029372421137192184e+00 4.583659387604365065e+01
1.039627751291064994e+00 4.480239156128407529e+01
1.049985252237944700e+00 4.379059588903239586e+01
1.060445941874939013e+00 4.280074699540203653e+01
1.071010848240168789e+00 4.183239377193022790e+01
1.081681009613783218e+00 4.088509371656894587e+01
1.092457474620016189e+00 3.995841280964322806e+01
1.103341302330221652e+00 3.905192549906458765e+01
1.114333562366975228e+00 3.816521445271010293e+01
1.125435335009173698e+00 3.729787034875109697e+01
1.136647711298218955e+00 3.644949173781202489e+01
1.147971793145223796e+00 3.561968490732745352e+01
1.159408693439321514e+00 3.480806374782748946e+01
1.170959536157018421e+00 3.401424962114045059e+01
1.182625456472672365e+00 3.323787123049002190e+01
1.194407600870035724e+00 3.247856449247434085e+01
1.206307127254944822e+00 3.173597241090572041e+01
1.218325205069097139e+00 3.100974495249688445e+01
1.230463015404998695e+00 3.029953892437277574e+01
1.242721751122016771e+00 2.960501785339380376e+01
1.255102616963631679e+00 2.892585186726855895e+01
1.267606829675812286e+00 2.826171757744270252e+01
1.280235618126614794e+00 2.761229796374170675e+01
1.292990223426931040e+00 2.697728226075337332e+01
1.305871899052480245e+00 2.635636584592831966e+01
1.318881910966975823e+00 2.574925012938458124e+01
1.332021537746560069e+00 2.515564244539341132e+01
1.345292070705437215e+00 2.457525589919946540e+01
1.358694814022800124e+00 2.400780902598340205e+01
1.372231084870978890e+00 2.345302589083809153e+01
1.385902213544909278e+00 2.291063610409776174e+01
1.399709543592847050e+00 2.238037471903930253e+01
1.413654431948430101e+00 2.186198213098460386e+01
1.427738249064008702e+00 2.135520397805341730e+01
1.441962379045353071e+00 2.085979104354075275e+01
1.456328219787654144e+00 2.037549915990229721e+01
1.470837183112927438e+00 1.990208911432236150e+01
1.485490694908737419e+00 1.943932655584753988e+01
1.500290195268352944e+00 1.898698190406173580e+01
1.515237138632249847e+00 1.854483025928492523e+01
1.530332993931073027e+00 1.811265131427262887e+01
1.545579244729972324e+00 1.769022926739814494e+01
1.560977389374426316e+00 1.727735273729496512e+01
1.576528941137470552e+00 1.687381467894192255e+01
1.592235428368440120e+00 1.647941230116836664e+01
1.608098394643145745e+00 1.609394698556268466e+01
1.624119398915596202e+00 1.571722420676167964e+01
1.640300015671180445e+00 1.534905345410406419e+01
1.656641835081428704e+00 1.498924815462652660e+01
1.673146463160262165e+00 1.463762559738544056e+01
1.689815521921852692e+00 1.429400690055152978e+01
1.706650649540001341e+00 1.395821720639971453e+01
1.723653500509160219e+00 1.363008540958676207e+01
1.740825745807000668e+00 1.330944393303883011e+01
1.758169073058660992e+00 1.299612866033600689e+01
1.775685186702570251e+00 1.268997887005994052e+01
1.793375808157982920e+00 1.239083717122654704e+01
1.811242675994125584e+00 1.209854943979208741e+01
1.829287546101085793e+00 1.181296475621726039e+01
1.847512191862344277e+00 1.153393534407756960e+01
1.865918404329087732e+00 1.126131650970450337e+01
1.884507992396195819e+00 1.099496658284627060e+01
1.903282782980043386e+00 1.073474685833251385e+01
1.922244621198011982e+00 1.048052153873189241e+01
1.941395370549852784e+00 1.023215767798721743e+01
1.960736913100792567e+00 9.989525126017015921e+00
1.980271149666528174e+00 9.752496474268552262e+00
2.000000000000000000e+00 9.520947002211100241e+00
